,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10,sim_11,sim_12,sim_13,sim_14,sim_15,sim_16,sim_17,sim_18,sim_19,sim_20
7732,7732,461,1502,5403,4237,985,2059,37,828,908,961,2592,2963,3697,4153,4159,6015,6029,6289,6892,1.0000000000000002,0.3162277660168379,0.3162277660168379,0.2886751345948128,0.2773500981126146,0.2519763153394848,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
7738,7738,7192,7085,7330,7725,7843,8353,3442,3909,6970,7248,7274,7384,7615,7919,8070,8525,3592,3990,6206,0.9999999999999996,0.3585685828003181,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.2857142857142856,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2519763153394848,0.2519763153394848,0.2519763153394848
7739,7739,797,7614,123,443,1132,1229,1437,2400,4156,7181,7647,7670,8347,8467,16,709,836,907,913,1.0,0.3198010745334156,0.3061862178478972,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
7744,7744,6979,836,1046,5445,276,322,618,733,1492,4633,5365,8021,8906,2377,3897,5960,3225,3871,1371,1.0,0.4,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2738612787525831,0.2631174057921088,0.2581988897471611,0.2390457218668787
7746,7746,2280,7174,7377,8126,161,7994,274,6176,22,136,142,378,486,626,1097,1170,1191,1429,1692,0.9999999999999996,0.5714285714285713,0.4780914437337574,0.4364357804719848,0.4364357804719848,0.4008918628686365,0.4008918628686365,0.3779644730092272,0.3779644730092272,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181
7747,7747,7377,378,8459,7682,626,1802,1803,7525,484,1801,8361,2280,7746,161,3564,274,9,22,398,1.0,0.639009650422694,0.5,0.5,0.4472135954999579,0.4,0.4,0.4,0.4,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3
7749,7749,8886,8554,8277,6048,8160,7602,8149,8898,1905,2762,4268,5938,6658,7802,7870,8119,8176,8329,8785,1.0,0.6,0.5720775535473555,0.5,0.4,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7750,7750,5901,6693,456,6314,7617,223,5260,6710,7094,8059,126,430,1131,1191,1331,1346,1847,2190,2637,1.0,0.7,0.7,0.4,0.4,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7751,7751,7322,4320,9310,2441,3283,5259,6244,6526,6756,6826,7174,7562,7756,7773,8432,7961,806,2115,2129,1.0000000000000002,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2519763153394848,0.2519763153394848,0.2519763153394848
7752,7752,7197,22,333,334,454,762,1060,1610,1813,2028,2894,5999,6016,6129,6489,6726,6861,7302,7307,1.0,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7754,7754,6136,7128,2801,3913,5338,6621,7442,7469,8299,4111,7058,1280,2328,5018,1395,2240,2936,4057,414,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.2886751345948128,0.2886751345948128,0.2886751345948128,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848
7755,7755,691,1884,7070,7322,514,2940,5730,6641,6731,7239,7505,17,2044,3441,5152,5818,6464,7478,7785,1.0,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777
7756,7756,8421,546,2325,2696,6182,7848,8459,2968,7682,7751,9,378,398,592,626,855,1104,1172,1210,1.0,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3813850356982369,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7757,7757,3761,5734,5785,1662,1367,3407,7611,436,1072,1190,1194,1879,2401,3016,3790,3879,4144,4157,4540,1.0,0.4008918628686365,0.4008918628686365,0.4008918628686365,0.3749999999999999,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684
7758,7758,43,8449,6611,793,1030,1419,7008,20,510,667,935,1223,1378,1631,1885,2016,2603,2637,3146,1.0,0.4,0.4,0.3585685828003181,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7759,7759,62,901,914,3350,7665,8298,9075,9314,806,2115,2129,2280,3486,4544,4971,7441,7746,8661,9225,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787
7762,7762,2129,4544,3488,7322,439,3287,4320,9,636,1104,1145,1291,2325,3982,4090,4816,4934,5368,6065,1.0,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7765,7765,2082,8298,2115,3486,8661,8933,5310,9170,1655,2084,3550,5332,134,215,307,1154,1738,1754,1871,1.0,0.4,0.4,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7768,7768,8842,6094,8414,2907,4119,1710,2085,2149,2438,3154,3530,3592,4250,4600,5293,8829,725,808,920,1.0000000000000002,0.3692744729379982,0.3086066999241838,0.3086066999241838,0.2886751345948129,0.2886751345948129,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2581988897471611,0.2581988897471611,0.2581988897471611
7769,7769,4630,1078,1435,4156,13,657,930,991,1079,1425,1433,1689,1720,1740,2431,3110,4440,4555,6014,1.0000000000000002,0.2721655269759087,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
7771,7771,508,4809,6136,8045,229,320,960,1330,2466,2606,3819,4787,6844,7241,8358,8789,8861,7437,4810,1.0,0.3651483716701108,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2738612787525831,0.2581988897471611
7772,7772,3759,6096,7895,1622,1584,1778,4422,4899,6134,6633,7204,7656,8073,8511,259,1100,2352,7158,7541,1.0,0.4,0.4,0.4,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2738612787525831
7773,7773,2115,3486,8661,5310,9170,755,1655,3550,5332,6729,7094,7751,8632,8991,134,215,307,1154,1738,1.0,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3
7774,7774,8126,2280,7746,161,7994,1655,6176,19,136,142,486,1097,1170,1429,1692,2460,2775,3100,3134,1.0,0.3651483716701108,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7776,7776,7682,6869,7937,5927,806,2115,2129,2280,3486,4544,7441,7746,8661,161,3488,3564,5310,7322,7994,1.0000000000000002,0.3535533905932737,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
7782,7782,5694,6360,4158,3929,4097,8268,6289,84,133,140,431,594,1215,1330,1767,2254,2308,2311,2435,1.0,0.4,0.4,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7785,7785,8552,7070,3137,3442,6522,6973,7322,8544,3097,4845,5767,5978,6641,7711,9154,19,20,118,325,1.0000000000000002,0.3813850356982369,0.3636363636363636,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3198010745334156,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
7786,7786,7668,4971,9225,8461,324,597,675,956,1032,1037,1067,1446,1447,1448,1451,1452,1453,1454,1456,1.0000000000000002,0.3162277660168379,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
7789,7789,5920,8197,9110,474,951,2126,3522,3910,5296,7420,7669,7963,8234,8357,8368,8396,9203,2978,5336,1.0000000000000002,0.4545454545454546,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2727272727272727,0.2611164839335468
7792,7792,2997,3004,3983,4091,414,458,2017,2166,2967,3013,3800,4284,5350,7329,7417,650,944,1417,1625,1.0000000000000002,0.3015113445777636,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
7795,7795,4931,7441,8085,134,1738,2696,3573,3840,6182,7264,7364,7609,7708,8328,8432,8459,7207,806,2115,1.0000000000000002,0.4216370213557839,0.3779644730092272,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2519763153394848,0.2519763153394848
7796,7796,444,5217,6061,6248,7086,7255,7442,8875,1293,3619,3004,3983,4091,414,458,2017,2166,2967,3013,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
7800,7800,7184,117,6802,6985,7192,2328,1645,2298,2821,2886,4859,8052,8218,8442,8445,236,1395,2188,2240,1.0,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2041241452319315,0.1581138830084189,0.1581138830084189,0.1581138830084189,0.1581138830084189,0.1581138830084189,0.1581138830084189,0.1581138830084189,0.1581138830084189,0.1581138830084189,0.1443375672974064,0.1443375672974064,0.1443375672974064,0.1443375672974064
7802,7802,4268,8277,8886,8102,1691,8160,1057,1176,2949,3794,7602,8898,224,287,615,656,897,910,1054,1.0,0.4,0.4,0.4,0.3813850356982369,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7806,7806,6396,7547,7357,311,592,1170,2775,3081,4300,4422,4506,5371,6134,6244,6826,6996,1100,7115,7541,1.0,0.4,0.3651483716701108,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2738612787525831
7818,7818,7827,8431,8082,1959,2895,3137,3442,4304,4874,4892,4915,4935,6522,6973,6992,7399,8544,384,1147,1.0000000000000002,0.3162277660168379,0.3162277660168379,0.2721655269759087,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222
7820,7820,6926,4845,8552,9089,1941,2083,2181,2414,4797,4932,6018,6074,6075,6695,7526,7556,8142,540,793,1.0,0.4714045207910316,0.3535533905932737,0.3354101966249684,0.3354101966249684,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158
7823,7823,8357,7468,3981,7267,2461,2962,4004,4403,4934,5780,5966,6891,7603,8141,8850,8875,3475,7070,7785,1.0,0.4,0.3813850356982369,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2860387767736777
7824,7824,8269,8277,8329,8861,1691,8160,1057,2949,7602,8898,224,287,615,656,897,910,1054,1056,1163,1.0,0.4,0.4,0.4,0.4,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7827,7827,8431,3442,6522,8544,3097,6520,7818,19,118,364,2146,3005,3046,3047,3087,4494,5368,5999,6065,1.0,0.7,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7828,7828,2299,7304,7436,4758,5338,6012,6708,8445,2328,1395,2240,2936,3983,4057,414,1979,2017,2166,2238,1.0000000000000002,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2981423969999719,0.2886751345948128,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
7829,7829,336,3564,857,2949,3659,6176,6729,7136,8632,656,938,1397,1901,1904,1960,2475,2751,2755,2856,1.0000000000000002,0.3344968040028363,0.3198010745334156,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
7835,7835,3934,124,461,1794,1978,2567,4939,5998,6320,6939,7195,2805,6845,7437,7648,2527,2012,4158,6094,1.0,0.6708203932499369,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2041241452319315,0.2041241452319315,0.2041241452319315,0.2041241452319315,0.1581138830084189,0.1336306209562121,0.1336306209562121,0.1336306209562121
7839,7839,4455,6870,7526,8046,8560,8577,2030,2692,3454,4127,6124,6225,6301,6712,1004,2691,2752,2797,3087,1.0,0.4714045207910316,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789
7841,7841,4971,9225,324,597,675,956,1037,1067,1446,1447,1448,1451,1452,1453,1454,1456,1457,1458,1465,1.0000000000000002,0.2519763153394848,0.2519763153394848,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
7843,7843,7192,7085,7725,7738,8353,197,620,3442,3909,4789,6970,7248,7274,7384,7526,8070,8560,1403,2803,1.0000000000000002,0.3872983346207417,0.3333333333333334,0.3333333333333334,0.3086066999241838,0.3086066999241838,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2721655269759087,0.2721655269759087
7847,7847,7866,1311,1323,2599,2604,4787,6940,7171,7346,7724,8415,8782,6243,7912,9242,1264,6845,7437,7541,1.0,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831
7848,7848,7756,8298,2968,7682,9313,9,378,398,546,592,626,855,1104,1172,1210,1260,1291,1777,1802,1.0,0.4,0.4,0.3813850356982369,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7849,7849,8769,2486,4845,6136,6356,7657,8354,8503,1833,3397,4125,7203,7586,7893,8227,2328,1395,2240,2936,1.0000000000000002,0.4714045207910316,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2886751345948128,0.2721655269759087,0.2721655269759087,0.2721655269759087
7855,7855,436,6708,7393,7730,7330,8280,1872,2181,2414,2552,2746,3241,4049,4789,6970,7612,8046,8454,9243,1.0,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.2886751345948129,0.2672612419124243,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999
7856,7856,8436,8353,3224,117,191,1339,1735,6449,6951,8017,1884,7070,2662,3138,414,2017,2166,3800,4301,1.0000000000000002,0.6804138174397717,0.3779644730092272,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
7857,7857,16,2206,2399,2445,3647,3673,4069,4809,5261,6356,6544,7187,7404,7630,8428,8565,8712,162,229,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379
7859,7859,5988,1059,1627,201,789,915,1070,1519,1584,1703,1723,4787,5226,5722,6204,6512,1264,2328,8112,1.0000000000000002,0.4216370213557839,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2886751345948128,0.2886751345948128,0.2886751345948128
7863,7863,6293,6236,6717,6985,7192,2328,1645,2298,2821,2886,4859,8052,8218,8442,8445,236,1395,2188,2240,1.0000000000000002,0.4330127018922194,0.2721655269759087,0.2721655269759087,0.2581988897471611,0.2581988897471611,0.2357022603955159,0.1825741858350553,0.1825741858350553,0.1825741858350553,0.1825741858350553,0.1825741858350553,0.1825741858350553,0.1825741858350553,0.1825741858350553,0.1825741858350553,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667
7865,7865,1182,3880,2028,236,336,3488,7880,8160,2949,3337,3659,5255,118,615,1151,1747,2569,2632,2751,1.0,0.5,0.5,0.4,0.3872983346207417,0.3508232077228117,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7866,7866,9242,1323,7171,7346,7847,8782,2963,8623,422,789,1311,1723,1774,2599,3478,3569,3657,3709,4070,1.0,0.5720775535473555,0.4,0.4,0.4,0.4,0.4,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7867,7867,8455,1186,6785,7654,9079,3762,3870,4808,458,2354,2967,3837,3852,4005,4284,4425,1369,1625,1691,1.0,0.4,0.3,0.3,0.3,0.3,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789
7869,7869,7943,5960,3225,7406,8149,2076,3331,3699,4418,5365,6296,6593,6743,6886,6931,6979,7533,7621,7636,1.0,0.3813850356982369,0.3651483716701108,0.3508232077228117,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7870,7870,1905,8160,2949,3659,7602,224,706,897,1053,1826,2632,2762,5938,6048,6504,6785,7607,7749,8119,1.0,0.4,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7872,7872,1331,384,4600,4663,6597,7313,7903,89,566,933,1682,1694,2801,3087,3764,4163,4260,4272,4312,1.0,0.4,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
7875,7875,8442,6870,1339,5253,5955,6970,7368,8046,8303,1882,2640,4350,4805,6193,6926,7539,7620,7641,8115,1.0,0.4743416490252568,0.3749999999999999,0.3354101966249684,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
7876,7876,414,2017,2166,3800,5350,7329,7417,2225,650,1625,2299,2582,2910,3873,5295,6018,631,1795,3623,1.0,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3508232077228117,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379
7879,7879,1715,2621,1839,6775,2328,1395,2240,2936,4057,414,1979,2017,2166,2238,2354,3761,3800,3852,5350,1.0,0.3535533905932737,0.3535533905932737,0.3354101966249684,0.3354101966249684,0.3061862178478972,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243
7880,7880,7882,8244,7283,7865,8227,7070,816,3632,336,2662,3138,8436,414,2017,2166,3089,3800,4301,5350,1.0,0.3535533905932737,0.3535533905932737,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3198010745334156,0.3061862178478972,0.3061862178478972,0.294174202707276,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2672612419124243
7881,7881,5885,6864,8581,5960,9102,6979,3225,3871,1342,7406,513,1272,1755,2379,2468,2690,4354,5445,6948,1.0,0.4714045207910316,0.4714045207910316,0.4472135954999579,0.408248290463863,0.3749999999999999,0.3354101966249684,0.294174202707276,0.2886751345948129,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
